GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022000074,553,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,24,1,1,20210101,MIN,WAS
Shot Chart Detail,0022000086,13,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,220,126,1,1,20210103,BKN,WAS
Shot Chart Detail,0022000086,58,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,40,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,32,1,0,20210103,BKN,WAS
Shot Chart Detail,0022000086,85,1630166,Deni Avdija,1610612764,Washington Wizards,1,5,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,105,225,1,0,20210103,BKN,WAS
Shot Chart Detail,0022000086,447,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,53,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,139,113,1,0,20210103,BKN,WAS
Shot Chart Detail,0022000109,344,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,54,-181,509,1,0,20210106,PHI,WAS
Shot Chart Detail,0022000124,9,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,32,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,27,1,0,20210108,BOS,WAS
Shot Chart Detail,0022000124,57,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,8,1,0,20210108,BOS,WAS
Shot Chart Detail,0022000124,301,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,193,158,1,0,20210108,BOS,WAS
Shot Chart Detail,0022000136,13,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,7,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,60,-5,1,0,20210109,WAS,MIA
Shot Chart Detail,0022000136,83,1630166,Deni Avdija,1610612764,Washington Wizards,1,6,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-3,22,1,1,20210109,WAS,MIA
Shot Chart Detail,0022000136,91,1630166,Deni Avdija,1610612764,Washington Wizards,1,5,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-95,251,1,0,20210109,WAS,MIA
Shot Chart Detail,0022000136,102,1630166,Deni Avdija,1610612764,Washington Wizards,1,4,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-28,1,1,20210109,WAS,MIA
Shot Chart Detail,0022000136,114,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-187,184,1,1,20210109,WAS,MIA
Shot Chart Detail,0022000136,239,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,21,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,4,1,1,20210109,WAS,MIA
Shot Chart Detail,0022000136,385,1630166,Deni Avdija,1610612764,Washington Wizards,3,11,20,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-20,46,1,0,20210109,WAS,MIA
Shot Chart Detail,0022000136,402,1630166,Deni Avdija,1610612764,Washington Wizards,3,9,44,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-29,79,1,0,20210109,WAS,MIA
Shot Chart Detail,0022000136,411,1630166,Deni Avdija,1610612764,Washington Wizards,3,8,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-139,234,1,0,20210109,WAS,MIA
Shot Chart Detail,0022000136,424,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,33,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,29,1,0,20210109,WAS,MIA
Shot Chart Detail,0022000136,472,1630166,Deni Avdija,1610612764,Washington Wizards,3,4,8,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,61,179,1,0,20210109,WAS,MIA
Shot Chart Detail,0022000136,680,1630166,Deni Avdija,1610612764,Washington Wizards,4,1,54,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,17,294,1,1,20210109,WAS,MIA
Shot Chart Detail,0022000136,682,1630166,Deni Avdija,1610612764,Washington Wizards,4,1,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,196,197,1,1,20210109,WAS,MIA
Shot Chart Detail,0022000136,686,1630166,Deni Avdija,1610612764,Washington Wizards,4,1,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-218,164,1,1,20210109,WAS,MIA
Shot Chart Detail,0022000136,694,1630166,Deni Avdija,1610612764,Washington Wizards,4,0,44,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,78,284,1,0,20210109,WAS,MIA
Shot Chart Detail,0022000152,22,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,10,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,41,26,1,0,20210111,WAS,PHX
Shot Chart Detail,0022000152,300,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,7,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-58,85,1,0,20210111,WAS,PHX
Shot Chart Detail,0022000152,302,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,5,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-54,-1,1,1,20210111,WAS,PHX
Shot Chart Detail,0022000152,401,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,21,Made Shot,Alley Oop Layup shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,52,-1,1,1,20210111,WAS,PHX
Shot Chart Detail,0022000152,411,1630166,Deni Avdija,1610612764,Washington Wizards,3,4,50,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-17,206,1,1,20210111,WAS,PHX
Shot Chart Detail,0022000152,436,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,7,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,158,0,1,0,20210111,WAS,PHX
Shot Chart Detail,0022000166,326,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,78,1,0,20210318,WAS,UTA
Shot Chart Detail,0022000166,563,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,149,1,0,20210318,WAS,UTA
Shot Chart Detail,0022000166,602,1630166,Deni Avdija,1610612764,Washington Wizards,4,6,51,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-14,1,0,20210318,WAS,UTA
Shot Chart Detail,0022000179,209,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,63,273,1,1,20210401,DET,WAS
Shot Chart Detail,0022000179,234,1630166,Deni Avdija,1610612764,Washington Wizards,2,5,59,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,61,1,0,20210401,DET,WAS
Shot Chart Detail,0022000179,273,1630166,Deni Avdija,1610612764,Washington Wizards,2,3,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-183,176,1,0,20210401,DET,WAS
Shot Chart Detail,0022000179,306,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,18,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-237,61,1,0,20210401,DET,WAS
Shot Chart Detail,0022000179,354,1630166,Deni Avdija,1610612764,Washington Wizards,3,9,38,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,42,1,0,20210401,DET,WAS
Shot Chart Detail,0022000179,476,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,6,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,44,1,1,20210401,DET,WAS
Shot Chart Detail,0022000179,487,1630166,Deni Avdija,1610612764,Washington Wizards,3,1,13,Made Shot,Running Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,18,1,1,20210401,DET,WAS
Shot Chart Detail,0022000179,499,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,167,230,1,0,20210401,DET,WAS
Shot Chart Detail,0022000179,608,1630166,Deni Avdija,1610612764,Washington Wizards,4,4,30,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,63,17,1,0,20210401,DET,WAS
Shot Chart Detail,0022000179,655,1630166,Deni Avdija,1610612764,Washington Wizards,4,0,54,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,8,1,1,20210401,DET,WAS
Shot Chart Detail,0022000215,17,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,106,137,1,1,20210207,CHA,WAS
Shot Chart Detail,0022000215,71,1630166,Deni Avdija,1610612764,Washington Wizards,1,6,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,138,1,0,20210207,CHA,WAS
Shot Chart Detail,0022000215,230,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,4,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,21,1,0,20210207,CHA,WAS
Shot Chart Detail,0022000215,266,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,55,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,88,1,1,20210207,CHA,WAS
Shot Chart Detail,0022000215,479,1630166,Deni Avdija,1610612764,Washington Wizards,3,4,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,144,211,1,0,20210207,CHA,WAS
Shot Chart Detail,0022000310,9,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-169,204,1,0,20210131,WAS,BKN
Shot Chart Detail,0022000310,256,1630166,Deni Avdija,1610612764,Washington Wizards,2,6,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,7,1,1,20210131,WAS,BKN
Shot Chart Detail,0022000310,371,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,59,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,31,1,0,20210131,WAS,BKN
Shot Chart Detail,0022000310,575,1630166,Deni Avdija,1610612764,Washington Wizards,4,7,52,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,13,1,0,20210131,WAS,BKN
Shot Chart Detail,0022000331,24,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,150,196,1,0,20210203,MIA,WAS
Shot Chart Detail,0022000331,179,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,24,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,12,1,1,20210203,MIA,WAS
Shot Chart Detail,0022000331,199,1630166,Deni Avdija,1610612764,Washington Wizards,2,10,51,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,1,20210203,MIA,WAS
Shot Chart Detail,0022000331,261,1630166,Deni Avdija,1610612764,Washington Wizards,2,5,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-107,228,1,1,20210203,MIA,WAS
Shot Chart Detail,0022000331,300,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,59,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,22,1,1,20210203,MIA,WAS
Shot Chart Detail,0022000331,419,1630166,Deni Avdija,1610612764,Washington Wizards,3,4,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,30,1,1,20210203,MIA,WAS
Shot Chart Detail,0022000331,437,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,55,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,17,1,0,20210203,MIA,WAS
Shot Chart Detail,0022000331,460,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,3,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,234,56,1,0,20210203,MIA,WAS
Shot Chart Detail,0022000331,572,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,33,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,13,1,0,20210203,MIA,WAS
Shot Chart Detail,0022000347,28,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,21,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,32,1,0,20210205,MIA,WAS
Shot Chart Detail,0022000347,229,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-1,267,1,0,20210205,MIA,WAS
Shot Chart Detail,0022000347,232,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,8,1,1,20210205,MIA,WAS
Shot Chart Detail,0022000347,375,1630166,Deni Avdija,1610612764,Washington Wizards,3,11,22,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,7,110,1,1,20210205,MIA,WAS
Shot Chart Detail,0022000347,447,1630166,Deni Avdija,1610612764,Washington Wizards,3,5,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,120,17,1,0,20210205,MIA,WAS
Shot Chart Detail,0022000368,129,1630166,Deni Avdija,1610612764,Washington Wizards,1,2,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,149,32,1,0,20210208,CHI,WAS
Shot Chart Detail,0022000368,235,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-3,1,1,20210208,CHI,WAS
Shot Chart Detail,0022000368,460,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,187,1,0,20210208,CHI,WAS
Shot Chart Detail,0022000368,485,1630166,Deni Avdija,1610612764,Washington Wizards,3,4,14,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,235,66,1,0,20210208,CHI,WAS
Shot Chart Detail,0022000368,517,1630166,Deni Avdija,1610612764,Washington Wizards,3,1,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-103,220,1,0,20210208,CHI,WAS
Shot Chart Detail,0022000368,525,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,28,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,43,1,0,20210208,CHI,WAS
Shot Chart Detail,0022000368,531,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,172,224,1,0,20210208,CHI,WAS
Shot Chart Detail,0022000368,552,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-1,1,1,20210208,CHI,WAS
Shot Chart Detail,0022000368,630,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,46,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-228,79,1,0,20210208,CHI,WAS
Shot Chart Detail,0022000382,151,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,220,1,0,20210210,WAS,TOR
Shot Chart Detail,0022000382,196,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,48,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1,20210210,WAS,TOR
Shot Chart Detail,0022000382,254,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-213,147,1,0,20210210,WAS,TOR
Shot Chart Detail,0022000382,432,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,180,1,1,20210210,WAS,TOR
Shot Chart Detail,0022000382,452,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,64,1,0,20210210,WAS,TOR
Shot Chart Detail,0022000382,507,1630166,Deni Avdija,1610612764,Washington Wizards,4,10,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-5,262,1,1,20210210,WAS,TOR
