GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,assisted,HTM,VTM
Shot Chart Detail,22200001,551,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,7,48,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,-20,6,1,1,20221018,0,BOS,PHI
Shot Chart Detail,22200001,577,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,15,Missed Shot,Driving Layup Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,4,1,0,20221018,0,BOS,PHI
Shot Chart Detail,22200001,603,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,4,12,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,9,8,1,0,20221018,0,BOS,PHI
Shot Chart Detail,22200001,626,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,44,Made Shot,Driving Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,1,20221018,0,BOS,PHI
Shot Chart Detail,22200001,629,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,10,Made Shot,Turnaround Hook Shot,,In The Paint (Non-RA),Center(C),8-16 ft.,10,-34,96,1,1,20221018,0,BOS,PHI
Shot Chart Detail,22200015,9,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,36,Made Shot,Jump Shot,,In The Paint (Non-RA),Center(C),8-16 ft.,13,-18,138,1,1,20221020,1,PHI,MIL
Shot Chart Detail,22200015,13,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,4,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20221020,0,PHI,MIL
Shot Chart Detail,22200015,19,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,26,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,27,-29,273,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,30,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,29,Made Shot,Tip Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221020,0,PHI,MIL
Shot Chart Detail,22200015,85,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,23,Missed Shot,Turnaround Fadeaway shot,,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,89,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,103,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,3,34,Missed Shot,Turnaround Fadeaway shot,,In The Paint (Non-RA),Center(C),8-16 ft.,11,56,100,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,107,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,3,26,Missed Shot,Layup Shot,,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,50,67,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,113,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,40,Made Shot,Step Back Jump shot,,Above the Break 3,Center(C),24+ ft.,25,22,256,1,1,20221020,0,PHI,MIL
Shot Chart Detail,22200015,138,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,0,44,Missed Shot,Jump Shot,,In The Paint (Non-RA),Center(C),8-16 ft.,12,6,121,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,237,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,7,Missed Shot,Turnaround Hook Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,-7,31,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,246,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,4,11,Missed Shot,Pullup Jump shot,,In The Paint (Non-RA),Center(C),8-16 ft.,10,-22,100,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,265,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,50,Made Shot,Cutting Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,15,12,1,1,20221020,1,PHI,MIL
Shot Chart Detail,22200015,273,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,1,47,Missed Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,4,5,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,279,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,1,17,Made Shot,Fadeaway Jump Shot,,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,76,100,1,1,20221020,0,PHI,MIL
Shot Chart Detail,22200015,308,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,9,Missed Shot,Fadeaway Jump Shot,,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-76,115,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,331,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,8,28,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,-2,37,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,347,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,18,Missed Shot,Driving Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,392,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,4,23,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,13,-130,50,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,430,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,50,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,11,113,9,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,581,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,28,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,25,36,250,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200015,597,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,55,Missed Shot,Pullup Jump shot,,Mid-Range,Left Side Center(LC),16-24 ft.,18,-61,177,1,0,20221020,0,PHI,MIL
Shot Chart Detail,22200028,36,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,27,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,-9,19,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,71,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,6,21,Made Shot,Turnaround Fadeaway shot,,In The Paint (Non-RA),Center(C),8-16 ft.,13,18,130,1,1,20221022,0,PHI,SAS
Shot Chart Detail,22200028,78,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,39,Missed Shot,Cutting Finger Roll Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,23,9,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,182,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,10,27,Made Shot,Jump Shot,,Mid-Range,Right Side(R),16-24 ft.,20,202,-6,1,1,20221022,0,PHI,SAS
Shot Chart Detail,22200028,204,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,27,Missed Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,2,37,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,269,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,40,Missed Shot,Jump Shot,,Mid-Range,Center(C),8-16 ft.,15,-10,159,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,315,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,4,Missed Shot,Turnaround Fadeaway shot,,Mid-Range,Right Side(R),8-16 ft.,11,112,-17,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,355,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,0,Missed Shot,Running Jump Shot,,Backcourt,Back Court(BC),Back Court Shot,61,-157,596,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,367,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,44,Made Shot,Alley Oop Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,13,8,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,371,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,12,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-11,13,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,382,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,55,Made Shot,Pullup Jump shot,,Mid-Range,Left Side Center(LC),16-24 ft.,16,-121,107,1,1,20221022,0,PHI,SAS
Shot Chart Detail,22200028,409,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,41,Made Shot,Running Finger Roll Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,10,15,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,413,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,4,Made Shot,Alley Oop Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,16,-5,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,485,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,41,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,9,36,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,489,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,33,Missed Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,5,31,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,499,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,0,40,Made Shot,Pullup Jump shot,,Mid-Range,Center(C),16-24 ft.,17,43,167,1,1,20221022,0,PHI,SAS
Shot Chart Detail,22200028,501,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,0,2,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-9,2,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,518,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,11,24,Missed Shot,Cutting Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,12,25,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,526,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,10,40,Made Shot,Jump Shot,,Mid-Range,Center(C),16-24 ft.,18,54,173,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,532,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,9,56,Missed Shot,Jump Bank Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,-5,39,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,546,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,8,45,Made Shot,Cutting Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,550,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,8,4,Made Shot,Cutting Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,7,-1,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,554,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,7,36,Missed Shot,Jump Shot,,Left Corner 3,Left Side(L),24+ ft.,23,-228,37,1,0,20221022,0,PHI,SAS
Shot Chart Detail,22200028,611,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,4,4,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,7,12,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200028,673,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,21,Made Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,12,10,1,1,20221022,1,PHI,SAS
Shot Chart Detail,22200044,40,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,23,Made Shot,Pullup Jump shot,,Mid-Range,Center(C),8-16 ft.,15,-5,155,1,1,20221024,0,PHI,IND
Shot Chart Detail,22200044,59,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,15,Missed Shot,Turnaround Hook Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-38,35,1,0,20221024,0,PHI,IND
Shot Chart Detail,22200044,198,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,57,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,26,-40,264,1,0,20221024,0,PHI,IND
Shot Chart Detail,22200044,216,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,8,36,Made Shot,Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-4,1,1,20221024,1,PHI,IND
Shot Chart Detail,22200044,221,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,8,5,Made Shot,Cutting Finger Roll Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,9,5,1,1,20221024,1,PHI,IND
Shot Chart Detail,22200044,386,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,22,Missed Shot,Turnaround Bank Hook Shot,,Mid-Range,Center(C),16-24 ft.,18,37,180,1,0,20221024,0,PHI,IND
Shot Chart Detail,22200044,404,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,10,28,Made Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,27,-159,228,1,1,20221024,1,PHI,IND
Shot Chart Detail,22200044,442,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,0,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,26,-36,258,1,0,20221024,0,PHI,IND
Shot Chart Detail,22200044,513,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,55,Missed Shot,Pullup Jump shot,,Mid-Range,Left Side Center(LC),16-24 ft.,18,-98,155,1,0,20221024,0,PHI,IND
Shot Chart Detail,22200044,519,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,28,Made Shot,Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-2,10,1,1,20221024,1,PHI,IND
Shot Chart Detail,22200044,568,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,10,56,Made Shot,Fadeaway Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,17,-87,154,1,1,20221024,1,PHI,IND
Shot Chart Detail,22200044,653,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,43,Made Shot,Jump Shot,,Mid-Range,Center(C),16-24 ft.,19,-58,183,1,1,20221024,0,PHI,IND
Shot Chart Detail,22200044,665,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,41,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,11,16,1,1,20221024,1,PHI,IND
Shot Chart Detail,22200059,17,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,42,Made Shot,Turnaround Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,12,126,6,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,24,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,24,Made Shot,Driving Finger Roll Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,1,20221026,0,TOR,PHI
Shot Chart Detail,22200059,40,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,31,Made Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,27,109,250,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,47,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,6,45,Made Shot,Running Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,10,26,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,76,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,46,Made Shot,Cutting Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,138,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,0,43,Missed Shot,Turnaround Fadeaway shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,31,71,1,0,20221026,0,TOR,PHI
Shot Chart Detail,22200059,178,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,19,Missed Shot,Turnaround Hook Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,44,17,1,0,20221026,0,TOR,PHI
Shot Chart Detail,22200059,311,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,5,Made Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,25,130,222,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,321,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,40,Made Shot,Running Reverse Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-4,13,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,324,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,8,50,Made Shot,Turnaround Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,20,-125,158,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,332,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,50,Missed Shot,Step Back Jump shot,,Left Corner 3,Left Side(L),24+ ft.,23,-232,7,1,0,20221026,0,TOR,PHI
Shot Chart Detail,22200059,339,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,31,Made Shot,Driving Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,4,7,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,355,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,6,9,Made Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,462,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,9,59,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-2,5,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,560,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,53,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,18,6,1,0,20221026,0,TOR,PHI
Shot Chart Detail,22200059,566,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,27,Made Shot,Driving Reverse Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,1,5,1,1,20221026,1,TOR,PHI
Shot Chart Detail,22200059,579,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,11,Missed Shot,Step Back Jump shot,,Above the Break 3,Left Side Center(LC),24+ ft.,28,-134,246,1,0,20221026,0,TOR,PHI
Shot Chart Detail,22200084,11,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,6,Made Shot,Driving Finger Roll Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20221029,1,CHI,PHI
Shot Chart Detail,22200084,24,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,1,Missed Shot,Pullup Jump shot,,Mid-Range,Center(C),16-24 ft.,21,7,214,1,0,20221029,0,CHI,PHI
Shot Chart Detail,22200084,80,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,25,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,11,4,1,1,20221029,1,CHI,PHI
Shot Chart Detail,22200084,86,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,53,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-159,205,1,0,20221029,0,CHI,PHI
Shot Chart Detail,22200084,94,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,1,Made Shot,Driving Finger Roll Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,-18,10,1,1,20221029,1,CHI,PHI
Shot Chart Detail,22200084,106,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,3,4,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-6,17,1,1,20221029,0,CHI,PHI
Shot Chart Detail,22200084,223,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,7,54,Made Shot,Putback Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221029,0,CHI,PHI
Shot Chart Detail,22200084,236,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,59,Made Shot,Jump Shot,,Mid-Range,Center(C),8-16 ft.,15,-31,153,1,1,20221029,1,CHI,PHI
Shot Chart Detail,22200084,264,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,11,Missed Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,2,26,1,0,20221029,0,CHI,PHI
Shot Chart Detail,22200084,343,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,25,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20221029,1,CHI,PHI
Shot Chart Detail,22200084,389,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,6,59,Missed Shot,Turnaround Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,15,134,77,1,0,20221029,0,CHI,PHI
Shot Chart Detail,22200084,577,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,34,Made Shot,Fadeaway Jump Shot,,Mid-Range,Center(C),16-24 ft.,16,-5,169,1,1,20221029,1,CHI,PHI
Shot Chart Detail,22200084,611,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,47,Missed Shot,Turnaround Fadeaway shot,,In The Paint (Non-RA),Center(C),8-16 ft.,13,48,121,1,0,20221029,0,CHI,PHI
Shot Chart Detail,22200084,639,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,22,Missed Shot,Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,18,-138,119,1,0,20221029,0,CHI,PHI
Shot Chart Detail,22200084,655,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,18,Made Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,24,-123,213,1,1,20221029,1,CHI,PHI
Shot Chart Detail,22200148,9,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,32,Made Shot,Pullup Jump shot,,In The Paint (Non-RA),Center(C),8-16 ft.,13,-42,128,1,1,20221107,1,PHI,PHX
Shot Chart Detail,22200148,34,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,36,Made Shot,Putback Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221107,0,PHI,PHX
Shot Chart Detail,22200148,38,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,54,Missed Shot,Cutting Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,-23,31,1,0,20221107,0,PHI,PHX
Shot Chart Detail,22200148,120,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,0,Missed Shot,Driving Finger Roll Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,27,2,1,0,20221107,0,PHI,PHX
Shot Chart Detail,22200148,170,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,11,39,Made Shot,Turnaround Fadeaway shot,,In The Paint (Non-RA),Center(C),8-16 ft.,9,-5,95,1,1,20221107,1,PHI,PHX
Shot Chart Detail,22200148,180,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,10,28,Missed Shot,Pullup Jump shot,,In The Paint (Non-RA),Center(C),8-16 ft.,12,36,117,1,0,20221107,0,PHI,PHX
Shot Chart Detail,22200148,183,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,58,Missed Shot,Driving Floating Bank Jump Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,34,71,1,0,20221107,0,PHI,PHX
Shot Chart Detail,22200148,193,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,30,Missed Shot,Jump Shot,,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-74,123,1,0,20221107,0,PHI,PHX
